date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:48:25	22064/22064	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/img/constraints.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/img/constraints.png	(from http://www.composingprograms.com/pages/24-mutable-data.html)
23:48:26	25276/25276	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/img/multiple_inheritance.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/img/multiple_inheritance.png	(from http://www.composingprograms.com/pages/25-object-oriented-programming.html)
23:48:29	4443/4443	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/img/set_trees.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/img/set_trees.png	(from http://www.composingprograms.com/pages/29-recursive-objects.html)
23:48:31	12437/12437	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/img/star.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/img/star.png	(from http://www.composingprograms.com/pages/32-functional-programming.html)
23:48:32	2399/2399	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/scalc/scalc.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/scalc/scalc.html	(from http://www.composingprograms.com/pages/34-interpreters-for-languages-with-combination.html)
23:48:33	19561/19561	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/img/sier.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/img/sier.png	(from http://www.composingprograms.com/pages/32-functional-programming.html)
23:48:33	18917/18917	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/scalc/scheme_reader.py.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/scalc/scheme_reader.py.html	(from http://www.composingprograms.com/pages/34-interpreters-for-languages-with-combination.html)
23:48:34	15044/15044	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/scalc/scheme_tokens.py.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/scalc/scheme_tokens.py.html	(from http://www.composingprograms.com/pages/34-interpreters-for-languages-with-combination.html)
23:48:34	84956/84956	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/img/fib.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/img/fib.png	(from http://www.composingprograms.com/pages/28-efficiency.html)
23:48:35	12229/12229	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/scalc/buffer.py.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/scalc/buffer.py.html	(from http://www.composingprograms.com/pages/34-interpreters-for-languages-with-combination.html)
23:48:36	15005/15005	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/scalc/scalc.py.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/scalc/scalc.py.html	(from http://www.composingprograms.com/pages/34-interpreters-for-languages-with-combination.html)
23:48:37	118059/118059	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/img/fib_memo.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/img/fib_memo.png	(from http://www.composingprograms.com/pages/28-efficiency.html)
23:48:38	20175/20175	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/img/factorial_machine.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/img/factorial_machine.png	(from http://www.composingprograms.com/pages/35-interpreters-for-languages-with-abstraction.html)
23:48:39	6366/6366	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/img/clientserver.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/img/clientserver.png	(from http://www.composingprograms.com/pages/46-distributed-computing.html)
23:48:40	5863/5863	---M-Z	200	added ('OK')	text/x-python	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/mapreduce/mr.py	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/mapreduce/mr.py	(from http://www.composingprograms.com/pages/47-distributed-data-processing.html)
23:48:41	40854/40854	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/parallel/crawler.py.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/parallel/crawler.py.html	(from http://www.composingprograms.com/pages/48-parallel-computing.html)
23:48:42	80090/80090	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/parallel/particle.py.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/parallel/particle.py.html	(from http://www.composingprograms.com/pages/48-parallel-computing.html)
23:48:43	5647/5647	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/img/deadlock.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/img/deadlock.png	(from http://www.composingprograms.com/pages/48-parallel-computing.html)
23:48:43	2000/2000	---M--	200	added ('OK')	text/css	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/css/pygment.css	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/css/pygment.css	(from http://www.composingprograms.com/versions/v1/theme/css/cp.css)
23:48:44	17260/17260	---M--	200	added ('OK')	text/css	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/css/pytutor.css	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/css/pytutor.css	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:48:45	20190/20190	---M--	200	added ('OK')	text/css	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:48:46	4648/4648	---M--	200	added ('OK')	text/css	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/css/codemirror.css	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/css/codemirror.css	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:48:50	4119/4119	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/js/jquery.ba-bbq.min.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/js/jquery.ba-bbq.min.js	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:48:51	93436/93436	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/js/jquery-1.8.2.min.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/js/jquery-1.8.2.min.js	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:48:53	41908/41908	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/js/jquery-ui-1.8.24.custom.min.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/js/jquery-ui-1.8.24.custom.min.js	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:48:55	12146/12146	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/js/codemirror/python.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/js/codemirror/python.js	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:49:07	120545/120545	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/js/jquery.jsPlumb-1.3.10-all-min.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/js/jquery.jsPlumb-1.3.10-all-min.js	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:49:09	1467/1467	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/js/tutorize.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/js/tutorize.js	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:49:10	308/308	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:49:11%20GMT	http://www.composingprograms.com/versions/v1/pages/AMSsymbols.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/AMSsymbols.7b.delayed	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:49:10	306/306	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:49:12%20GMT	http://www.composingprograms.com/versions/v1/pages/noErrors.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/noErrors.7c.delayed	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:49:11	132841/132841	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/js/codemirror/codemirror.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/js/codemirror/codemirror.js	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:49:11	111546/111546	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/js/d3.v2.min.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/js/d3.v2.min.js	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:49:11	305/305	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:49:13%20GMT	http://www.composingprograms.com/versions/v1/pages/mml2jax.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/mml2jax.7d.delayed	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:49:12	119254/119254	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/js/pytutor.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/js/pytutor.js	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:49:12	306/306	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:49:14%20GMT	http://www.composingprograms.com/versions/v1/pages/MathMenu.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/MathMenu.7e.delayed	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:49:13	306/306	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:49:14%20GMT	http://www.composingprograms.com/versions/v1/pages/MathZoom.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/MathZoom.7f.delayed	(from http://www.composingprograms.com/versions/v1/pages/11-getting-started.html)
23:49:14	10820/10820	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/call_expression.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/call_expression.png	(from http://www.composingprograms.com/versions/v1/pages/12-elements-of-programming.html)
23:49:16	6413/6413	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/function_abs.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/function_abs.png	(from http://www.composingprograms.com/versions/v1/pages/12-elements-of-programming.html)
23:49:17	54534/54534	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/expression_tree.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/expression_tree.png	(from http://www.composingprograms.com/versions/v1/pages/12-elements-of-programming.html)
23:49:19	13658/13658	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/function_print.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/function_print.png	(from http://www.composingprograms.com/versions/v1/pages/12-elements-of-programming.html)
23:49:20	282/282	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:49:21%20GMT	http://www.composingprograms.com/tutor	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/tutor.84.delayed	(from http://www.composingprograms.com/versions/v1/pages/13-defining-new-functions.html)
23:49:21	4783/4783	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/pi_sum.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/pi_sum.png	(from http://www.composingprograms.com/versions/v1/pages/16-higher-order-functions.html)
23:49:24	25135/25135	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/newton.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/newton.png	(from http://www.composingprograms.com/versions/v1/pages/16-higher-order-functions.html)
23:49:26	35629/35629	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/curves.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/curves.png	(from http://www.composingprograms.com/versions/v1/pages/16-higher-order-functions.html)
23:49:30	84956/84956	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/fib.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/fib.png	(from http://www.composingprograms.com/versions/v1/pages/17-recursive-functions.html)
23:49:39	22064/22064	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/constraints.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/constraints.png	(from http://www.composingprograms.com/versions/v1/pages/24-mutable-data.html)
23:49:41	60848/60848	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/barriers.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/barriers.png	(from http://www.composingprograms.com/versions/v1/pages/22-data-abstraction.html)
23:49:52	25276/25276	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/multiple_inheritance.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/multiple_inheritance.png	(from http://www.composingprograms.com/versions/v1/pages/25-object-oriented-programming.html)
23:49:53	4443/4443	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/set_trees.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/set_trees.png	(from http://www.composingprograms.com/versions/v1/pages/27-recursive-data-structures.html)
23:49:57	41032/41032	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/interface.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/interface.png	(from http://www.composingprograms.com/versions/v1/pages/28-generic-operations.html)
23:49:58	12437/12437	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/star.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/star.png	(from http://www.composingprograms.com/versions/v1/pages/32-functional-programming.html)
23:49:59	19561/19561	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/sier.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/sier.png	(from http://www.composingprograms.com/versions/v1/pages/32-functional-programming.html)
23:50:00	314/314	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:50:02%20GMT	http://www.composingprograms.com/versions/v1/examples/scalc/scalc.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/examples/scalc/scalc.90.delayed	(from http://www.composingprograms.com/versions/v1/pages/34-interpreters-for-languages-with-combination.html)
23:50:06	325/325	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:50:04%20GMT	http://www.composingprograms.com/versions/v1/examples/scalc/scheme_reader.py.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/examples/scalc/scheme_reader.py.91.delayed	(from http://www.composingprograms.com/versions/v1/pages/34-interpreters-for-languages-with-combination.html)
23:50:10	325/325	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:50:10%20GMT	http://www.composingprograms.com/versions/v1/examples/scalc/scheme_tokens.py.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/examples/scalc/scheme_tokens.py.92.delayed	(from http://www.composingprograms.com/versions/v1/pages/34-interpreters-for-languages-with-combination.html)
23:50:17	318/318	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:50:18%20GMT	http://www.composingprograms.com/versions/v1/examples/scalc/buffer.py.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/examples/scalc/buffer.py.93.delayed	(from http://www.composingprograms.com/versions/v1/pages/34-interpreters-for-languages-with-combination.html)
23:50:20	317/317	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:50:21%20GMT	http://www.composingprograms.com/versions/v1/examples/scalc/scalc.py.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/examples/scalc/scalc.py.94.delayed	(from http://www.composingprograms.com/versions/v1/pages/34-interpreters-for-languages-with-combination.html)
23:50:35	20175/20175	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/factorial_machine.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/factorial_machine.png	(from http://www.composingprograms.com/versions/v1/pages/35-interpreters-for-languages-with-abstraction.html)
23:50:37	6366/6366	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/clientserver.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/clientserver.png	(from http://www.composingprograms.com/versions/v1/pages/45-distributed-computing.html)
23:50:38	313/313	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:50:40%20GMT	http://www.composingprograms.com/versions/v1/examples/mapreduce/mr.py	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/examples/mapreduce/mr.97.delayed	(from http://www.composingprograms.com/versions/v1/pages/46-distributed-data-processing.html)
23:50:39	322/322	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:50:41%20GMT	http://www.composingprograms.com/versions/v1/examples/parallel/crawler.py.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/examples/parallel/crawler.py.98.delayed	(from http://www.composingprograms.com/versions/v1/pages/47-parallel-computing.html)
23:50:41	323/323	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:50:42%20GMT	http://www.composingprograms.com/versions/v1/examples/parallel/particle.py.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/examples/parallel/particle.py.99.delayed	(from http://www.composingprograms.com/versions/v1/pages/47-parallel-computing.html)
23:50:42	5647/5647	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/img/deadlock.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/img/deadlock.png	(from http://www.composingprograms.com/versions/v1/pages/47-parallel-computing.html)
23:50:43	90/90	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-bg_highlight-soft_100_eeeeee_1x100.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-bg_highlight-soft_100_eeeeee_1x100.png	(from http://www.composingprograms.com/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:50:44	3762/3762	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-bg_gloss-wave_35_f6a828_500x100.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-bg_gloss-wave_35_f6a828_500x100.png	(from http://www.composingprograms.com/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:50:45	104/104	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-bg_glass_100_f6f6f6_1x400.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-bg_glass_100_f6f6f6_1x400.png	(from http://www.composingprograms.com/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:50:46	105/105	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-bg_glass_65_ffffff_1x400.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-bg_glass_65_ffffff_1x400.png	(from http://www.composingprograms.com/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:50:47	129/129	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-bg_highlight-soft_75_ffe45c_1x100.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-bg_highlight-soft_75_ffe45c_1x100.png	(from http://www.composingprograms.com/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:50:48	260/260	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-bg_diagonals-thick_18_b81900_40x40.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-bg_diagonals-thick_18_b81900_40x40.png	(from http://www.composingprograms.com/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:50:48	4369/4369	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-icons_222222_256x240.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-icons_222222_256x240.png	(from http://www.composingprograms.com/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:50:49	4369/4369	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-icons_ffffff_256x240.png	(from http://www.composingprograms.com/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:50:50	4369/4369	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-icons_ef8c08_256x240.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-icons_ef8c08_256x240.png	(from http://www.composingprograms.com/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:50:51	4369/4369	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-icons_228ef1_256x240.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-icons_228ef1_256x240.png	(from http://www.composingprograms.com/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:50:52	4369/4369	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-icons_ffd27a_256x240.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-icons_ffd27a_256x240.png	(from http://www.composingprograms.com/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:50:52	251/251	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-bg_diagonals-thick_20_666666_40x40.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-bg_diagonals-thick_20_666666_40x40.png	(from http://www.composingprograms.com/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:50:53	178/178	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-bg_flat_10_000000_40x100.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/css/ui-lightness/images/ui-bg_flat_10_000000_40x100.png	(from http://www.composingprograms.com/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:50:54	1159/1159	---M--	200	added ('OK')	text/css	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/scalc/css/assignments.css	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/scalc/css/assignments.css	(from http://www.composingprograms.com/examples/scalc/scalc.html)
23:50:55	7367/7367	---M--	200	added ('OK')	application/zip	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/scalc/scalc.zip	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/scalc/scalc.zip	(from http://www.composingprograms.com/examples/scalc/scalc.html)
23:50:56	12414/12414	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/scalc/ucb.py.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/scalc/ucb.py.html	(from http://www.composingprograms.com/examples/scalc/scalc.html)
23:50:57	4191/4191	---M-Z	200	added ('OK')	text/x-python	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/scalc/scheme_reader.py	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/scalc/scheme_reader.py	(from http://www.composingprograms.com/examples/scalc/scheme_reader.py.html)
23:50:58	3207/3207	---M-Z	200	added ('OK')	text/x-python	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/scalc/scheme_tokens.py	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/scalc/scheme_tokens.py	(from http://www.composingprograms.com/examples/scalc/scheme_tokens.py.html)
